,full_name,customer_id,branch_id,branch,birthdate,father_name,loan_superviser_id,bc_id,bc_serial,postal_code,phone_number,cell_phone
7503,Lewis Formica,77045659,96867,Pein,1946-01-20,Todd,69272,16288571150,01e632198,6308465817,017-11083411,09068289430
7504,Elizabeth Floyd,78233394,32127,Askew,1949-03-18,Norman,41643,605,90a792768,7299353407,051-22067026,09722697727
7505,William Lee,18662759,57439,Ancira,1972-12-18,Ricky,66559,6698597410,12z306227,2050895714,077-44818300,09167697399
7506,Glenn Miranda,10350580,36728,Straker,2002-09-10,Alfred,91756,43334020900,78s018741,1715019382,023-77792874,09322371462
7507,Hugh Truesdell,84685474,14263,Townsel,1961-12-01,Jerome,95816,1700,16g597749,2469607625,011-88215880,09863463527
7508,Marc Purvis,13065750,13676,Knight,2018-04-28,Eugene,11976,11198,52d898673,6692988203,086-11748636,09104395844
7509,James Reed,28058714,49883,Tramel,2011-10-06,Michael,15582,31,28l025063,2438373449,044-99287817,09886606312
7510,Margaret Booher,12858366,85956,Newberry,1980-04-19,Dale,82508,46,35t011626,3738110489,025-88036354,09925169217
7511,Angela Medrano,15842477,57297,Wood,1919-09-04,Andrew,42006,82544576465,57x590233,3000783023,086-66509875,09905590092
7512,Amina Barron,29804428,52669,Shones,1944-04-13,Greg,44066,8,21v290903,8710685633,058-11090402,09493814490
7513,Mildred Colley,63091981,31924,Brandon,1948-01-25,Anthony,74856,093,75z895169,9871352306,025-44447112,09152937294
7514,Robert Febus,22680883,32147,Alvarez,1944-06-06,Ronald,47937,89579279,51a020707,7878936432,066-77587759,09382180530
7515,Heather Manalo,73906735,15472,Ross,1931-04-12,Mark,44121,8,86m069519,1535297492,038-11053313,09875081841
7516,Whitney Andrews,24718548,52865,Gardner,1976-06-22,Leonard,33886,526614,76n589967,9947890022,083-00209808,09718973407
7517,Kevin Harrington,57817365,17639,Eunice,1989-08-05,Joe,29783,78640842,03h717039,0883296758,061-99351072,09479372863
7518,Latonya Stalcup,46044659,25628,Huseman,1927-03-03,Jeremy,94132,35,74i352049,7864324962,026-66224114,09211038209
7519,Jo Bradley,66765672,93617,Woolard,1950-10-25,Michael,56638,880886914,77w689127,8212611000,041-11503818,09521153894
7520,Kristopher Guzman,64066348,56425,Cooper,2012-06-10,William,47294,6,29x451437,6942270314,074-88709787,09521775438
7521,Brian Moon,59197293,17503,Gregory,1939-05-26,Aaron,3206,5,68f307855,0838920574,017-33305794,09175320559
7522,Marc Torres,78812505,87617,Barton,1970-10-27,Clyde,78399,324697099,18t076426,7902630333,023-11128229,09856691441
7523,Odell Cooley,11146173,91725,Hui,1982-05-13,Jeremiah,16291,4031,31n876633,1431421273,084-44318167,09310034972
7524,Sarah Bost,46820463,10731,Harris,1954-04-24,Steven,16700,009871881,31y344324,4432004860,086-66151336,09392407951
7525,Walter Adams,65256551,41933,Lewis,1987-01-04,Clarence,95348,291521023,63p577373,3216100836,021-22952266,09665011434
7526,Rolando Munoz,79836809,401,Head,1905-09-25,Ronald,63791,17119380,24c684044,3194845058,038-11128710,09623430820
7527,Hazel Riddick,22961331,32788,Eckloff,1960-10-28,James,67049,8019759292,78u658439,6116889253,054-55894507,09039067085
7528,Joseph Howell,12759414,62235,Simpson,1986-06-16,Anthony,28879,4438868814,75i134441,1557297678,076-77930029,09132455311
7529,Rene Edwards,52870334,31793,Lam,1906-02-26,Richard,51812,8718,47g569154,2221117705,028-77992827,09070942002
7530,Charles Pelcher,45098996,10204,Schaffer,1902-04-11,Rodrigo,56874,9207,16c298009,3824909304,083-22465107,09184457834
7531,Petrina Palacios,74207551,80103,Potts,1993-01-11,Harold,59016,4512809,57a857798,1449655349,058-55874628,09633402234
7532,Andy Nguyen,52113457,45270,Shelton,1972-06-10,Tony,83359,16,57k139719,1631764777,077-22339518,09482074062
7533,Jeffrey An,58394812,40960,Sanders,1974-07-26,Brandon,74246,8229,67o301207,2509126965,017-99071661,09393631602
7534,Charles Zimmerman,10172083,87477,Sewell,1916-07-15,Floyd,70397,94698,38w364095,6678223271,081-88033622,09325549727
7535,Christopher Williams,61507066,72646,Spueler,1961-01-19,Irving,27672,33174652,41n043090,1133419330,054-44660994,09501570102
7536,Missy Puckett,93633571,2730,Riley,2003-05-20,David,41566,000842,07d699774,0479881915,026-99398680,09234832219
7537,Audrey Daniels,81001184,1742,Snodgrass,2022-06-12,Jesus,23258,68346490,84b186270,3857957947,074-44484912,09527465587
7538,Kyle Lucio,10029650,41285,Randrup,1921-01-08,Abdul,16542,5318,16g116183,0834448679,044-22158646,09725637763
7539,Katrina Weston,37986248,5110,Carr,1910-11-21,Fred,40510,21052,48w143726,3429134574,025-66022845,09028008076
7540,George Rosenthal,49285279,70668,Wilson,1951-06-28,Craig,3742,26235646,94h204810,6979597095,023-55817173,09704692708
7541,Chad Mcmillian,49764816,32909,Staton,1928-07-07,Robert,79213,65698867147,21o403837,3673697357,061-11879602,09625317730
7542,Luisa Anderson,90734766,28216,Garner,1942-07-27,Steven,23766,1747,97n565259,7454882692,054-55655245,09910938060
7543,Gloria Davenport,13850101,51258,Vasquez,1986-10-01,Michael,57171,534937,95l383803,4105095151,081-22532386,09993577705
7544,David Banks,79446124,84496,Boughton,1955-02-18,Mathew,20128,702361,79y720197,9758907770,024-22790121,09845404084
7545,Virginia Malstrom,46753417,32394,Cox,2017-08-08,Ismael,51104,4873146507,80v697740,9909001062,066-55250659,09202120501
7546,Juana Hamer,55918276,39256,Simpson,1902-03-06,Raymond,6763,78,51e366582,6446236616,083-66037753,09429614936
7547,Mireya Michaud,43030099,13754,Mobley,1985-07-13,Thomas,66461,7668508,54m255350,1841219344,066-22820407,09024540558
7548,Lisa Thompson,67186929,22377,Beck,1942-05-08,Henry,63464,094719774,16w332761,8996813679,087-44470904,09879253723
7549,Chelsey Anderson,74125919,9289,Stjohn,2015-04-05,Teodoro,64512,9787623906,62k848499,1924910202,086-99316982,09417365540
7550,William Balk,37889957,84572,Tanner,1942-06-13,James,17774,472,92w303027,3942624494,081-66077998,09294654497
7551,Matthew Lofty,76765650,22897,Finch,1932-05-27,John,13543,674060715,56v199543,2450167166,011-33007316,09224077720
7552,Bonnie Watson,67251447,99209,Walton,1925-12-23,Michael,23503,0,24y392308,1055183047,024-33908939,09411215526
7553,Fred Pierce,87260682,87454,Rosales,1992-04-04,Michael,50138,8608644019,69a086730,3768869883,087-77187946,09417029449
7554,Jeffrey Arellano,14568155,83363,Capone,1902-10-22,Herman,59900,3445,29g614808,9673648675,087-55480100,09571551189
7555,Ron Garhart,83482243,60714,Debarros,1916-04-28,Andrew,89493,35764,26s362524,7563615027,021-11985580,09520494854
7556,Betty Walker,60820649,57855,Flores,1907-06-20,Mark,15807,777,41d309230,2031658064,028-77622957,09465901357
7557,Allen Brunell,40975390,26392,Cline,1944-10-14,James,2774,43,72a411646,8581237496,031-22909670,09386399452
7558,Tammy Leiva,57296215,9925,Garcia,1959-04-19,Anthony,89465,4316458469,90w467043,7071819685,024-55016975,09761655568
7559,Karen Krampitz,96031371,26465,Clement,1980-04-18,Larry,91310,37724,10f839214,2155801047,013-33998718,09732467614
7560,Hal Martini,12616421,18452,Boeding,1947-01-07,Charles,97164,0398,24u428076,5080767337,013-22663865,09827378702
7561,Andrea Rigatti,24001472,81321,Serrano,1971-09-25,Jeffrey,47547,2174,84e844272,4998661636,021-77149456,09061416649
7562,Charlotte Mark,88232838,69367,Marian,2004-04-03,Antonio,90341,91,27w603263,2259627279,025-88816766,09267825623
7563,Jacqueline Roundy,24455335,19847,Alvidrez,2021-06-09,Dwight,25437,5208483,66f545583,7954583632,034-33679472,09211283221
7564,Clara Timmons,84908287,16816,Abild,1950-09-11,Robert,35773,3084473,78t995129,2946687184,058-88754132,09021041178
7565,David Hicks,24938818,6859,Clark,1994-11-12,Jason,67202,1158,29w518429,7318361626,025-66383458,09727630941
7566,Jennifer Thomas,64193674,60806,Jackson,1963-06-22,Lawrence,44304,2547086537,44l696953,8200214173,028-33431400,09387289368
7567,Duane Suiter,11874500,23178,Shay,1987-04-06,Shane,8142,1,61l163168,6124479368,038-99270445,09297459437
7568,Andrew Wooten,71041416,1871,Caban,1922-07-19,Joseph,13100,3469,88y478079,7984897482,044-33769054,09822751970
7569,Jeffrey Lacy,73534268,40455,Tompkins,1945-05-04,William,12701,40909307322,92x000599,4331778391,056-44798311,09300349648
7570,Kevin Sweeney,32059306,31586,Mckinney,1942-03-11,Joe,85059,8,14j945184,4439664189,056-77678970,09817859939
7571,Gloria Stroud,67996499,97084,Reynolds,2016-11-10,Craig,80972,90487347467,71m231389,5832575890,076-77790101,09090455612
7572,Jose Phillips,71692282,16746,Gross,1992-03-23,Wilmer,54957,24,98g761456,7232561154,083-77154355,09566296221
7573,Charlie Steele,88724789,93322,Doggett,1923-07-14,Norman,6884,772,69x349136,6669650580,044-00206339,09478713469
7574,David Cuesta,18592247,20583,Eastham,1900-03-18,Mark,79949,938,72n329011,8344747428,024-77038172,09264074993
7575,Noe Ward,77573560,99091,Reid,1915-08-23,Virgil,4658,86015907895,36u653531,6456309949,087-99060622,09010678242
7576,Tracy Hamilton,64304242,40875,Green,1998-08-28,Carlos,81253,692620,16r777601,9493481193,056-99710264,09110411523
7577,Cleo Waite,89859979,11975,Riddle,1915-09-27,Robert,59668,8132533,03q412237,0804993844,077-55384674,09181667200
7578,Reinaldo Cooper,72512408,38267,Turner,2009-03-09,Marvin,25630,255201250,22h412797,2540057792,054-99856552,09270220230
7579,Pricilla Robertson,21489601,25899,Schmelz,1956-01-20,Victor,86659,43,62n998378,7758128323,087-66668265,09098983134
7580,Rebekah Jolley,98473198,92893,Altman,1907-09-19,Richard,80908,375551,26y988958,6432440494,081-22942967,09590046659
7581,Marta Smith,67837957,35530,Gadbois,1922-07-20,Robert,96019,375148,01f705439,7007855404,041-11219555,09177737718
7582,Maurice Ulberg,19201581,21218,Jones,1984-11-15,Robert,69344,06615615,95e749657,2144622871,076-22034092,09661815955
7583,Larry Reik,32973985,64150,Hinchee,1962-03-02,Lee,44396,7338989,63s501088,5775085541,051-22121679,09770770684
7584,Christie Vigor,86540767,66544,Dunn,1919-02-12,Gary,5586,7319874858,25x707425,6294726011,041-99620296,09517060261
7585,Philip Bernice,28807618,47325,Jefferies,1958-07-19,Marc,48192,50261439441,95s203000,1302076145,034-11123624,09804478949
7586,Helen Pepper,17685410,40653,Nigro,2008-06-25,Jerry,33623,0940003888,98i476601,2978303799,081-11515603,09039192331
7587,Jacqueline Carter,47094453,37417,Skelley,2021-06-06,Edwin,70783,368,99t376796,7038058631,051-88365039,09959446264
7588,Frances Gouty,72269014,32084,Whitehead,1969-09-22,Kenneth,1504,1477183914,27c337032,3413815865,081-11440243,09737340207
7589,Mary Ernst,97815525,12932,Humphrey,1973-03-03,Andrew,78756,52139725,77p468336,9623297881,031-55403824,09977837104
7590,Ruth Tran,83090179,76331,Pearson,1920-10-06,Willie,85706,2599,86x090881,1083646211,044-99367994,09015164020
7591,Armando Hampton,59278966,37191,Thompson,1959-01-05,David,10412,97133587706,28b299466,0736737221,021-88667632,09376624396
7592,Deborah Cook,78827400,74680,Marker,1996-09-15,Ray,91314,77710112736,57n301798,7630697304,013-88434369,09348611830
7593,Alicia Mckinney,63793536,72996,Hicks,1974-09-08,Cory,80283,32,07r865315,7952047649,074-55931906,09251757244
7594,Jose Gauze,75038690,29033,Ackles,1946-01-27,Lester,5392,76604986,10c127065,0760876141,071-66262413,09155460207
7595,Douglas Dupont,83380022,26757,Vickers,1965-03-11,James,19489,5193934,72p218704,1131946409,024-44877674,09335431234
7596,Dorothea Sheehan,26071390,20967,Howard,1948-07-26,Charles,83778,98587,43i661128,5896661006,087-11829068,09966311661
7597,Sylvia Cornell,36037145,29247,Pearson,1949-12-11,Jeremiah,22419,239959129,43j683466,9903000741,034-66650905,09360625187
7598,Beatrice Treat,83492710,21814,Pratt,2015-06-03,Guillermo,10862,58092,48k922097,8817310776,084-22131705,09038031522
7599,Roger Brown,44633001,74243,Smith,1984-05-04,Ruben,55435,56707,73y324227,6399486390,025-88608766,09844517700
7600,Lois Raines,99079422,88165,Tobin,1951-09-08,Larry,44426,43660047,49b172378,0236068056,024-44265131,09360170176
7601,Robert Rasche,90936946,74581,Minor,1966-02-09,James,13147,578795,75j903561,8751186421,023-22576393,09707583795
7602,Joseph Edelson,41970298,62894,Fyffe,1990-10-04,Robert,18367,5697332,96t196767,3277832488,024-77456859,09271729354
7603,Janell Mitchell,91467209,32973,Mccracken,1917-09-21,Jeffrey,75560,53801180879,09f083953,5510332398,084-00273883,09013207304
7604,Susan Bowen,82149849,45129,Drake,1942-05-21,Vance,12133,62012323,58h155645,2969213789,083-77583778,09538196611
7605,Iris Sheridan,92451470,83222,Harris,1920-01-15,Mathew,78295,8042567621,09y312751,9963717154,076-66847110,09246102237
7606,Terry Castor,54790571,94848,Dingmann,1939-08-22,Billie,62797,04,36q949541,1510477987,038-99364791,09301391883
7607,Anthony Davis,24934560,17025,Wells,1958-08-02,Alfred,24242,40642588422,95f069926,1677995113,011-22265505,09776962820
7608,Rene Caplan,39931668,75648,Heady,1920-07-01,Seth,83000,08816158,77s656199,3012587628,076-66202041,09238286990
7609,Harriet Agnew,55932782,82400,North,1992-01-08,Terrance,87308,43601762,35a017956,5841959588,061-88335336,09161545517
7610,Markus Funk,40164467,19811,Atwell,1909-02-24,John,55931,3535,22z949502,5136795482,074-66215928,09677066512
7611,Edward Allen,18245174,27437,Smith,1956-07-12,James,55658,38,05d784424,3991221097,023-00259919,09320779890
7612,Grace Grisham,45417296,12350,Ide,1973-09-08,George,32466,72200,77x279777,1119841527,013-99525497,09678290985
7613,Courtney Valles,72995006,4941,Richards,1904-11-07,Jeremy,99347,40460393069,49c604249,8507148034,074-55204301,09506029071
7614,Michael Finkelstein,25008966,38944,Anderson,2019-01-02,Terry,56996,352115,83j431710,5976671733,041-00841258,09429853343
7615,Tyrone Adams,97175789,48615,Louis,1902-11-21,Stuart,41947,736062,93h141878,9680463564,034-66030458,09968169598
7616,Robert Frankum,62711660,99755,Messenger,2020-11-03,Pedro,33576,99673,70t634973,8213699825,017-88237439,09694384411
7617,Darryl Jenkins,53966377,59801,Bittner,1969-05-06,Ruben,5710,154,16e278784,2905939821,025-22723304,09752416989
7618,Paul Smith,12092316,64654,Hinton,1970-01-03,Nathan,95374,60,34p371132,5890590909,023-33657613,09988429186
7619,Charity Burt,93144007,19289,Kerns,1932-08-18,John,94634,9,72f927260,8859384079,076-00206440,09385197063
7620,Takako Collier,44663539,34563,Lane,1996-05-28,Bobby,72529,2792,69w603506,9261060283,056-33819700,09841919830
7621,Guadalupe Sasahara,23013352,62681,Brown,1974-06-13,Michael,77206,545,50y361157,9417621982,013-22612665,09630999776
7622,Barbara Yopp,99894062,31528,Akins,1951-07-05,Keith,86447,52,30n320855,9689828762,058-44368299,09181621944
7623,Lance Garza,83636924,44962,Gomez,1913-06-12,Thomas,89761,2,75f435370,5596393731,081-33192381,09099916147
7624,Sonja Diaz,17719583,53322,Neville,1928-09-12,Melvin,13899,9,87m299868,5511675512,025-88640115,09454369174
7625,Howard Gates,13650056,36174,Santos,1985-09-10,Matthew,79760,857,44w326281,6151792023,024-99425357,09906325668
7626,Annie Gattshall,72343206,62898,Morgan,1986-12-07,Jim,47125,014028169,47g868092,3861776797,024-66912597,09522914157
7627,James Fuller,65276092,5834,Cargill,2002-12-20,Clinton,64456,100700,51l347544,7339911419,021-11297149,09445883797
7628,Stella Allen,66065090,57880,Frazier,1919-08-24,Stuart,26844,8183819752,46z542085,8023105387,024-88571517,09813485700
7629,Kenneth Noon,14763334,68301,Lyndon,1977-04-01,Daryl,39161,6153,45z729050,7008391636,087-11001550,09057384593
7630,Nicholas Heard,40757609,67837,Lewis,1968-06-18,Steve,5772,771607,76m760703,7749704347,086-66159412,09528962410
7631,Tomasa Taylor,88109327,75591,Mumma,1988-11-20,Drew,36874,3351379,27b658965,4605252860,024-88670381,09093068045
7632,Kimberly Miller,69189945,87777,Chaney,1997-11-23,Alan,88398,7,19j492193,4537298978,028-99320567,09331819111
7633,Henry Blais,19295858,61394,Lona,1917-11-27,Michael,89262,25690797,79f076086,3333802686,017-22543709,09876347586
7634,Jonathan Mcgill,37505625,32241,Cowie,1917-03-04,Charles,18537,425,05k466299,7754354209,054-88760224,09126651318
7635,John Robinson,25479977,86907,Hiser,1917-09-13,Kevin,52796,7719694,84n172616,8782272464,024-22540813,09920408763
7636,Roxie Lipsey,94937522,50628,Winters,1935-03-26,Larry,59861,622,82i756641,1562598626,017-22882222,09592428433
7637,Jeffrey Astorga,52898859,27989,Sheehan,1995-12-25,William,49683,754859519,54c164515,4628822123,056-99686585,09838677520
7638,Donald Conti,11554382,66671,Holliday,1936-12-08,Robert,41626,0166745,83q220149,7064544545,087-11673034,09620546902
7639,Francis Robinson,25953287,41988,Perino,2021-12-02,Woodrow,74700,81,98m091574,6999349321,025-55946197,09703170069
7640,Cynthia Gray,55809367,20652,Ballantyne,2011-06-14,Arthur,65211,74331615880,35e970650,2726206204,011-77508018,09806044264
7641,Rosemary Cook,14734612,52424,Larrieu,1987-08-07,Jonathan,92754,359,64r823933,9340770559,025-77406008,09158525495
7642,Ronald Derry,76647722,9147,Mcbrayer,1901-08-22,Abe,42295,586,92p939433,1737157954,026-99853378,09011490780
7643,Gregory Ellis,21728711,58701,Mackenzie,1908-12-14,Herman,26393,0497558182,01g554343,5422572588,066-66865878,09699179777
7644,Joe Martin,95430237,58850,Perez,1996-08-28,James,79619,101132,92n595703,6694371617,038-77744506,09980727012
7645,Paulette Barone,18917283,16574,Taylor,2018-05-06,Peter,90719,517,66e097530,0811725753,081-00588079,09433924824
7646,David Fisher,90590440,60705,Forcier,1976-01-01,Marlon,36982,20593,34c515450,0593848440,028-11689274,09584155048
7647,Kevin Ritter,44623605,24952,Downie,1911-02-26,Gregory,56578,506890533,00z097577,2066411696,025-88300288,09438035651
7648,William Ducking,74720085,29509,Delgado,1900-03-21,George,29903,219000760,80r887466,4588566190,081-99928811,09222778278
7649,David Denger,31072380,28860,Patterson,1956-08-23,David,59049,4911,97p339239,9854339853,061-77237613,09951509928
7650,Kendall West,40764257,59167,Berkley,1968-06-07,Carlos,70398,228,16a166602,8368722490,023-33540109,09056505561
7651,Kathleen Billings,87955430,86148,Smith,1984-09-28,Rufus,76468,8,35q754196,1899577279,058-00875252,09671091016
7652,Noah Sturm,93735302,78254,Wolf,2020-03-16,Morris,83610,74425,10e754487,1245627091,084-99095264,09172205627
7653,Anne Henriques,84726916,82282,Herman,1970-11-21,Carlos,268,896,15b417028,0990289671,028-99353229,09629694324
7654,Cinthia Hughes,94135434,62978,Crye,1913-05-15,Juan,22827,9659117,00r329744,3654469557,087-11703782,09757708447
7655,Amanda Wells,79599339,54217,Gongora,1949-06-21,Matthew,39074,9,77q183818,0344549580,034-55216499,09404405889
7656,Joseph Goins,46958273,32331,Soto,1983-04-13,James,82005,315601523,00q712593,3764649010,074-22100208,09638947478
7657,Laurie Fote,96861156,3176,Carter,1948-03-20,Charles,74272,74602584,71h867831,0997250739,051-33764918,09010951547
7658,Peggy Smith,41549157,66332,Friedle,1986-12-26,Kenny,5571,25,00y734300,3123466709,077-55592397,09954244677
7659,Byron Copeland,56759185,21629,Stam,1958-01-24,Barry,21256,63011672,77q930112,3249778587,058-00096346,09246653209
7660,Tomas Smith,71979653,98879,Howton,1950-03-13,Charles,79066,166,83b305925,0642485089,028-77653839,09659815164
7661,Kristopher Street,13951717,67355,Davis,1981-10-15,Donald,35631,9844,28o347769,7712802464,017-33402581,09286441987
7662,Christopher Sanchez,23930318,9635,Pertsovsky,2000-11-19,James,48689,501,30p003749,1512697407,084-77474236,09723893472
7663,Jeremiah Rose,37018743,77740,Mccullough,1928-08-10,Angel,84596,8308872098,38m119751,9592300334,084-55480151,09236066936
7664,Cecilia Soza,65104895,6122,Barnes,1934-12-02,Tom,15136,61033,20c487957,4402781433,086-22926524,09539946362
7665,Elvin Sapp,87471698,95478,Tatum,1910-02-06,Jim,49592,47,10p984836,4618271320,087-66740558,09395143253
7666,Megan Higgins,93213819,43734,Cannellos,1911-05-14,Andres,55472,1318,47j504281,3200795792,056-22603550,09858247253
7667,Lydia Westberry,51495895,63453,Long,1930-05-22,Joe,72730,92405,27f204259,3658493736,081-11089304,09076795257
7668,Johnny Jones,68529087,21175,Sherwood,1920-06-21,William,94712,028,49b133350,0593839921,084-22882577,09891561311
7669,Michael Lemus,54333206,5235,Brown,1907-07-07,David,18597,30816,86d060637,5028428784,026-22360783,09415828778
7670,James Williamson,95055190,88195,Battaglia,1922-07-05,Mark,53657,313797,27p745755,7421268704,071-33951689,09166960288
7671,Thomas Howell,22871979,29214,Smith,1995-09-23,Raphael,8672,83618,74k773670,9745287389,024-00435596,09527360859
7672,Sharon Moore,73037931,51588,Foley,2002-03-25,Otis,57376,742,19a495706,2165800571,025-33017813,09798624371
7673,Zachery Grillo,16624050,86267,Rice,1938-01-11,Joseph,16980,5,54m236049,5600581610,081-11937486,09868890618
7674,Vicky Haverstick,26748017,61500,Martinez,1957-09-18,David,99300,524262145,04f927477,9766769826,045-33084774,09804840527
7675,Sylvia Lewicki,28584216,59914,Kennelly,1987-10-09,John,7870,37705,37w296065,2448571423,087-44563974,09665137467
7676,Henry Hughes,29904065,79229,Johnston,1939-01-07,Domingo,46800,4,04w299176,7237946239,058-00372969,09113238609
7677,Melissa Tooley,96421449,45938,Rosa,1989-01-08,Brent,36210,4676814531,54r357821,9731780044,017-99210906,09199344497
7678,Hillary Middleton,48114531,62048,Lowery,1919-12-01,Jared,99298,6628,41o543255,6327628880,087-33031001,09396723552
7679,Sharon Rodgers,35753632,70943,Goyette,2020-03-15,James,66914,651,68u518447,7274286097,017-77349715,09140162284
7680,Julie Worthington,66116161,59716,Rodriquez,1973-09-06,Benjamin,9542,4772097203,38z678169,1872014138,017-88998579,09190443547
7681,Pat Cruz,88788630,55939,Williams,1936-11-16,Mitchell,25109,64689281451,92z508201,5991580214,083-00866610,09361074757
7682,Brian Walker,14760424,69153,Anderson,1933-06-05,Gerald,12994,767,35j555627,7326341107,071-33029356,09587154114
7683,Alison Hill,99058642,23612,Koehl,1975-07-13,David,34619,42905,59p631865,6137981211,034-77962437,09751862096
7684,Sandra Markow,77941971,69775,York,1997-12-17,Eric,69988,5961771799,38y522468,1043790345,021-88674799,09171310451
7685,Virginia Baker,12427451,11624,Lindholm,2013-10-25,Ryan,43801,5515734,84b588913,6701855657,081-00003296,09297914047
7686,Nancy Hoge,21106249,50731,Defilippis,1950-04-06,Joseph,52126,5632,18p695783,6015323358,074-55014839,09828300920
7687,James Coffey,59674238,98672,Johnson,2007-02-15,Florentino,16847,89605467125,05z430066,0411004518,084-44627939,09834442840
7688,John Zimmerman,74718380,66470,Dupree,1955-12-05,John,23308,4591,53y542593,2603246705,041-55418333,09483963389
7689,Vaughn Waites,43019674,35600,Wolfgang,2007-06-03,Gregory,69895,8045,39r321305,9401733815,017-66224337,09720134038
7690,Beverly Reynolds,38349930,82360,Purvis,1930-07-26,Howard,55249,6278592628,69l742332,6066484654,013-33533367,09882801220
7691,Robert Rollo,11146272,58089,Petri,1931-11-25,Anthony,14727,03,11n060714,5873842517,017-44047448,09336457350
7692,Clyde Manson,14495100,1576,Tyson,2018-11-14,Herbert,73269,96567761417,99v487155,5703903171,013-11489109,09277115146
7693,Ronni Gumbs,84844032,62811,Buffington,1938-02-11,William,41644,3200765252,34g072183,1800287051,013-44070196,09045286471
7694,Donald Benedict,28081342,36927,Patton,1925-05-16,Randolph,17573,5,21e581132,6028076618,076-55580095,09765111634
7695,Leticia Raney,40343903,25911,Parrish,1928-11-20,Stewart,74813,0565294,86v736705,7948869447,086-11790903,09005143078
7696,Andre Viele,31940762,3867,Montgomery,1902-08-23,Timothy,12489,7554,28g397016,8529810235,013-55076356,09523319406
7697,Fred Woods,96579457,41420,Walton,1998-05-12,Ivan,41115,44898401,22y462422,4307868373,013-44198782,09176682710
7698,Vicky Shelley,93243317,5161,Simpson,1915-04-21,William,40132,89987,97l784646,3856703381,076-77775176,09972108266
7699,Samuel Sims,73224322,38765,Riley,1936-10-24,Lawrence,54899,053,00e265894,3673073251,031-66444760,09149676041
7700,Robert Polanski,14964603,99226,Hines,1917-12-21,Hosea,8663,542103,86z200987,5995264692,038-88738798,09139195344
7701,Charlotte Hernandez,74928410,48790,Likes,1997-06-17,Robert,504,99784539,97v196410,9591004131,084-44789816,09257124327
7702,Cynthia Hearn,44056449,57433,Bonanno,1962-11-24,Jonathan,2716,5255,76x655422,0990835087,017-55612903,09241696033
7703,Patricia Johnson,43721936,46360,Gardner,1977-10-19,Ellis,40137,45736918,91m734541,1734187872,028-22135368,09365657783
7704,Virginia Rhinehart,49160620,48575,Smith,1917-12-17,Billy,47988,972252,23z806678,3456400498,026-44403127,09432446178
7705,Michael Ramirez,89830450,90028,Lacombe,1978-03-14,Christopher,89493,10383805361,17v199789,6454757484,034-99198721,09404064866
7706,Charles Robinson,22547920,57386,Devenny,1951-10-08,Larry,4338,581052602,62y765448,2745189175,054-33751619,09321254781
7707,Shannon Summerlin,57015681,4763,Turner,1996-06-24,David,68421,6,88l659944,2688459286,021-99449120,09556471215
7708,Ashley Buckner,79838518,25964,Elmquist,1930-12-16,Alex,54684,603201038,66x975343,2743099057,061-55876219,09686507903
7709,Theresa Jones,86428019,99314,Wells,1974-07-07,Louie,53463,45101,20q424796,0943761352,013-33668999,09455734354
7710,Jose Draper,48696780,41902,Kuhl,2001-08-03,Thomas,64743,72292098,93x087039,2430340956,025-33728824,09310937161
7711,Irma Anderson,89851837,70468,Williams,1996-06-10,Jerry,35466,64,41b074820,7672726627,023-88633353,09187242529
7712,Guillermo Rolen,70216246,55897,Emerson,1913-04-20,Ronald,60768,18,36t054095,7449516936,086-22564097,09383550431
7713,William Wilson,26011139,70733,Ruble,1924-02-23,Robert,62383,107778387,72w825454,5230770465,017-66537425,09223463847
7714,Danae Evans,16498830,90414,Wilkerson,2002-11-01,Kevin,714,593034,06q235089,3683861762,051-33728884,09821212908
7715,Michael Taylor,37210935,76567,Jackson,1919-01-15,James,30398,71,95o433657,4666210347,084-88594762,09974018833
7716,Yolonda Ramos,41757487,77704,Ortiz,2003-11-25,Paul,12417,009235,14d879465,7336090452,026-66495105,09969559157
7717,Shawn Mann,21370535,78303,Hanson,1903-07-02,Tyler,92677,1163843,13f962103,7407608968,061-88478944,09202325455
7718,Melvin Fox,23606446,62097,Toler,1913-03-25,Charles,11462,5399747375,60f667096,7646244142,051-66728486,09921124898
7719,Katherine Gugino,25189476,47816,Whaley,1964-04-07,Steven,39509,3213628785,87f675723,3549943980,013-00807688,09412911841
7720,Donna Gantt,98404701,84301,Laurent,2009-09-18,Vincent,53842,996731,97e812572,3253336661,017-77739319,09030983080
7721,Walter Newby,87276833,70741,Rutherford,1989-08-22,Jeffrey,16035,87051,90m139808,9361615637,026-77887589,09821342490
7722,Linda Morring,64116355,82341,Smith,2008-07-03,Daniel,72881,823298,82s789131,0422397475,013-55878193,09861330184
7723,Michael Mccoy,44039494,79239,Beaman,1919-06-09,James,23475,572568683,81u860286,9319036985,045-88390390,09865212593
7724,Jesse Verity,49680844,25757,Hollandsworth,1970-02-03,Daniel,70520,199686008,03r539611,4320667743,028-22645537,09890065361
7725,Carissa Vincente,42059795,77987,Roberge,1918-06-15,Ralph,32736,902,19d257986,0686601117,066-88321175,09180897099
7726,Bridget Manzanares,18742756,91001,Stinson,1940-02-17,Robert,49311,942154,77d743705,8356517849,041-66150361,09606180344
7727,Barbara Brown,99533538,61913,Degreenia,1995-05-10,William,10808,59,77a152464,4296404693,084-00248075,09695925118
